SessionNumber,PresentationNumber,SessionTitle,PresentationTitle,FirstName,FullName,Location,PersonifyID,Role,DateStart,StartTime,EndTime,TimeZone,Channel,SessionFormat,SessionDescription,Filter-Date,Filter-Format,Filter-SessionPathway,Filter-AbstractPathway,CME,CNE,COP,MOCABIM,ECME,MOCABP,CPE,CNErx,AAPA,IPCE,Linkstovideoplayer,PresentationAttachmentULR,PresentationAttachmentName,Featured
207,207_03,Prevention of Coronary Artery Disease: 2021 and Beyond,Beyond Lipids: What Else and What's the Impact?,"Pamela ","Morris (USA) ",,,,7/10/2021,9:25 AM,10:10 AM,SGT,2,Education Sessions,Chairs: Orlando Bugarin (Philippines) and Tazeen Jafar (Singapore) Virtual Moderator: Tee Joo Yeo (Singapore) Panelists: A.K.M. Mohibullah (Bangladesh) and Gilbert Vilela (Philippines),"July 10 ",Education Sessions,Prevention,,true,true,true,,,,,,,,,,,
207,207_04,Prevention of Coronary Artery Disease: 2021 and Beyond,"Panel Disucssion ",,,,,,7/10/2021,9:25 AM,10:10 AM,SGT,2,Education Sessions,Chairs: Orlando Bugarin (Philippines) and Tazeen Jafar (Singapore) Virtual Moderator: Tee Joo Yeo (Singapore) Panelists: A.K.M. Mohibullah (Bangladesh) and Gilbert Vilela (Philippines),"July 10 ",Education Sessions,Prevention,,true,true,true,,,,,,,,,,,
208,208_01,AF Management: A New Paradigm For Aggressive Rhythm Control?,EAST AF: Is Rhythm Control Now the First Option For All Patients With AF?,"Fred ","Kusumoto (USA) ",,,,7/10/2021,9:25 AM,10:10 AM,SGT,3,Education Sessions,Chairs: Kenneth Ellenbogen (USA) and David Foo (Singapore) Virtual Moderator: Colin Yeo (Singapore),"July 10 ",Education Sessions,Arrhythmias and Clinical EP,,true,true,true,,,,,,,,,,,
208,208_02,AF Management: A New Paradigm For Aggressive Rhythm Control?,Medications vs. Ablation: Which First and in Whom?,"Toon ","Wei Lim (Singapore) ",,,,7/10/2021,9:25 AM,10:10 AM,SGT,3,Education Sessions,Chairs: Kenneth Ellenbogen (USA) and David Foo (Singapore) Virtual Moderator: Colin Yeo (Singapore),"July 10 ",Education Sessions,Arrhythmias and Clinical EP,,true,true,true,,,,,,,,,,,
208,208_03,AF Management: A New Paradigm For Aggressive Rhythm Control?,When Is It Time to Give Up on Rhythm Control?,Nannette,"Rey (Philippines) ",,,,7/10/2021,9:25 AM,10:10 AM,SGT,3,Education Sessions,Chairs: Kenneth Ellenbogen (USA) and David Foo (Singapore) Virtual Moderator: Colin Yeo (Singapore),"July 10 ",Education Sessions,Arrhythmias and Clinical EP,,true,true,true,,,,,,,,,,,
208,208_04,AF Management: A New Paradigm For Aggressive Rhythm Control?,"Panel Discussion ",,,,,,7/10/2021,9:25 AM,10:10 AM,SGT,3,Education Sessions,Chairs: Kenneth Ellenbogen (USA) and David Foo (Singapore) Virtual Moderator: Colin Yeo (Singapore),"July 10 ",Education Sessions,Arrhythmias and Clinical EP,,true,true,true,,,,,,,,,,,
209,209_01,"SCS YIA Abstract Presentations     ",Opening Remarks,Hean Yee,Ong (Singapore),,,,7/10/2021,9:25 AM,10:10 AM,,4,YIA Abstract Presentations,"Chair: Hean Yee Ong (Singapore) udges: Isman Firdaus (Indonesia), Wan Azman Wan Ahmad (Malaysia), Hean Yee Ong (Singapore), Rungroj Krittayaphong (Thailand), Hee Hwa Ho (Singapore), Ru San Tan (Singapore), Roger Foo (Singapore), and Dipti Itchhaporia (USA)         ",,YIA Abstract Presentations,"Special Topics ",,true,true,true,,,,,,,,,,,
209,209_02,"SCS YIA Abstract Presentations     ","Clinical Characteristics, Treatment and Outcomes of Patients With Right Sided Cardiac Thrombus",Fang Qin,Goh (Singapore),,,,7/10/2021,9:25 AM,10:10 AM,SGT,4,YIA Abstract Presentations,"Chair: Hean Yee Ong (Singapore) udges: Isman Firdaus (Indonesia), Wan Azman Wan Ahmad (Malaysia), Hean Yee Ong (Singapore), Rungroj Krittayaphong (Thailand), Hee Hwa Ho (Singapore), Ru San Tan (Singapore), Roger Foo (Singapore), and Dipti Itchhaporia (USA)         ","July 10 ",YIA Abstract Presentations,"Special Topics ",,true,true,true,,,,,,,,,,,
209,209_03,"SCS YIA Abstract Presentations     ","Question & Awnser ",,,,,,7/10/2021,9:25 AM,10:10 AM,SGT,4,YIA Abstract Presentations,"Chair: Hean Yee Ong (Singapore) udges: Isman Firdaus (Indonesia), Wan Azman Wan Ahmad (Malaysia), Hean Yee Ong (Singapore), Rungroj Krittayaphong (Thailand), Hee Hwa Ho (Singapore), Ru San Tan (Singapore), Roger Foo (Singapore), and Dipti Itchhaporia (USA)         ","July 10 ",YIA Abstract Presentations,"Special Topics ",,true,true,true,,,,,,,,,,,
209,209_04,"SCS YIA Abstract Presentations     ",Sleep Apnea and Recurrent Heart Failure Hospitalization After Coronary Artery Bypass Grafting,Yao Hao,Teo (Singapore),,,,7/10/2021,9:25 AM,10:10 AM,SGT,4,YIA Abstract Presentations,"Chair: Hean Yee Ong (Singapore) udges: Isman Firdaus (Indonesia), Wan Azman Wan Ahmad (Malaysia), Hean Yee Ong (Singapore), Rungroj Krittayaphong (Thailand), Hee Hwa Ho (Singapore), Ru San Tan (Singapore), Roger Foo (Singapore), and Dipti Itchhaporia (USA)         ","July 10 ",YIA Abstract Presentations,"Special Topics ",,true,true,true,,,,,,,,,,,
209,209_05,"SCS YIA Abstract Presentations     ","Question & Awnser ",,,,,,7/10/2021,9:25 AM,10:10 AM,SGT,4,YIA Abstract Presentations,"Chair: Hean Yee Ong (Singapore) udges: Isman Firdaus (Indonesia), Wan Azman Wan Ahmad (Malaysia), Hean Yee Ong (Singapore), Rungroj Krittayaphong (Thailand), Hee Hwa Ho (Singapore), Ru San Tan (Singapore), Roger Foo (Singapore), and Dipti Itchhaporia (USA)         ","July 10 ",YIA Abstract Presentations,"Special Topics ",,true,true,true,,,,,,,,,,,
209,209_06,"SCS YIA Abstract Presentations     ",Comparing SGLT2 Inhibitors Against Sacubitril/Valsartan in Heart Failure: A Systematic Review and Network Meta-Analysis,Yao Neng,Teo (Singapore),,,,7/10/2021,9:25 AM,10:10 AM,SGT,4,YIA Abstract Presentations,"Chair: Hean Yee Ong (Singapore) udges: Isman Firdaus (Indonesia), Wan Azman Wan Ahmad (Malaysia), Hean Yee Ong (Singapore), Rungroj Krittayaphong (Thailand), Hee Hwa Ho (Singapore), Ru San Tan (Singapore), Roger Foo (Singapore), and Dipti Itchhaporia (USA)         ","July 10 ",YIA Abstract Presentations,"Special Topics ",,true,true,true,,,,,,,,,,,
209,209_07,"SCS YIA Abstract Presentations     ",Question & Answer,,,,,,7/10/2021,9:25 AM,10:10 AM,SGT,4,YIA Abstract Presentations,"Chair: Hean Yee Ong (Singapore) udges: Isman Firdaus (Indonesia), Wan Azman Wan Ahmad (Malaysia), Hean Yee Ong (Singapore), Rungroj Krittayaphong (Thailand), Hee Hwa Ho (Singapore), Ru San Tan (Singapore), Roger Foo (Singapore), and Dipti Itchhaporia (USA)         ","July 10 ",YIA Abstract Presentations,"Special Topics ",,true,true,true,,,,,,,,,,,
209,209_08,"SCS YIA Abstract Presentations     ","Closing Remarks ",Hean Yee,Ong (Singapore),,,,7/10/2021,9:25 AM,10:10 AM,SGT,4,YIA Abstract Presentations,"Chair: Hean Yee Ong (Singapore) udges: Isman Firdaus (Indonesia), Wan Azman Wan Ahmad (Malaysia), Hean Yee Ong (Singapore), Rungroj Krittayaphong (Thailand), Hee Hwa Ho (Singapore), Ru San Tan (Singapore), Roger Foo (Singapore), and Dipti Itchhaporia (USA)         ","July 10 ",YIA Abstract Presentations,"Special Topics ",,true,true,true,,,,,,,,,,,
210,"210_01 ","Revolutionizing HFrEF Treatment: Approach to Optimizing Outcomes in Heart Failure ymposia Sponsored by AstraZeneca             ","Welcome & Introduction                                                                                                                                                                                                                                                                                                                                                           ",Weiqin,Lin (Singapore),,,,7/10/2021,10:25 AM,11:25 AM,SGT,1,Industry Sessions,"Chairs: Weiqin Lin (Singapore) and Nemencio Nicodemus (Philippines)              ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
210,210_02,"Revolutionizing HFrEF Treatment: Approach to Optimizing Outcomes in Heart Failure ymposia Sponsored by AstraZeneca             ","Revolutionizing HFrEF Treatment: Approach to Optimizing Outcomes in Heart Failure                                                                                                                                                                                                                                                                ",Choon Pin,Lim (Singapore),,,,7/10/2021,10:25 AM,11:25 AM,SGT,1,Industry Sessions,"Chairs: Weiqin Lin (Singapore) and Nemencio Nicodemus (Philippines)              ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
210,210_03,"Revolutionizing HFrEF Treatment: Approach to Optimizing Outcomes in Heart Failure ymposia Sponsored by AstraZeneca             ","Panel Discussion "," ",,,,,7/10/2021,10:25 AM,11:25 AM,SGT,1,Industry Sessions,"Chairs: Weiqin Lin (Singapore) and Nemencio Nicodemus (Philippines)              ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
210,210_04,"Revolutionizing HFrEF Treatment: Approach to Optimizing Outcomes in Heart Failure ymposia Sponsored by AstraZeneca             ","Closing Remarks ",Nemencio,Nicodemus (Philippines),,,,7/10/2021,10:25 AM,11:25 AM,SGT,1,Industry Sessions,"Chairs: Weiqin Lin (Singapore) and Nemencio Nicodemus (Philippines)              ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
211,211_01,LDL-C in Recent MI Patients: The Race to the Bottom? ymposia Sponsored by Amgen,"Welcome & Introduction                                                                                                                                                                                             ",Kian Keong,Poh (Singapore),,,,7/10/2021,10:25 AM,11:25 AM,SGT,2,Industry Sessions,"Chair: Kian Keong Poh (Singapore)             ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
211,211_02,LDL-C in Recent MI Patients: The Race to the Bottom? ymposia Sponsored by Amgen,Achieving Guideline-Perfect LDL-C Management,"Christie ",Ballantyne (USA),,,,7/10/2021,10:25 AM,11:25 AM,SGT,2,Industry Sessions,"Chair: Kian Keong Poh (Singapore)             ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
211,211_03,LDL-C in Recent MI Patients: The Race to the Bottom? ymposia Sponsored by Amgen,LDL-C Management: The Reality in the Post-MI Patients,"Khung Keong ",Yeo (Singapore),,,,7/10/2021,10:25 AM,11:25 AM,SGT,2,Industry Sessions,"Chair: Kian Keong Poh (Singapore)             ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
211,211_04,LDL-C in Recent MI Patients: The Race to the Bottom? ymposia Sponsored by Amgen,"Panel Discussion ",,,,,,7/10/2021,10:25 AM,11:25 AM,SGT,2,Industry Sessions,"Chair: Kian Keong Poh (Singapore)             ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
211,211_05,LDL-C in Recent MI Patients: The Race to the Bottom? ymposia Sponsored by Amgen,"Closing  Remarks ",Kian Keong,Poh (Singapore),,,,7/10/2021,10:25 AM,11:25 AM,SGT,2,Industry Sessions,"Chair: Kian Keong Poh (Singapore)             ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
212,"212_01 ",Is Artificial Intelligence Ready for Cardiovascular Care?,Is Artificial Intelligence Ready for Cardiovascular Care?,"John ","Rumsfeld (USA) ",,,,7/10/2021,11:30 AM,12:15 PM,SGT,1,Education Sessions,Chairs: James Thomas (USA) and Edgar Tay (Singapore) irtual Moderator: Toon Wei Lim (Singapore) resenter: John Rumsfeld (USA) anelists: Clara Chow (Australia) and James Yip (Singapore),"July 10 ",Education Sessions,Plenary,,true,true,,,,,,,,,,,,
212,212_02,Is Artificial Intelligence Ready for Cardiovascular Care?,Panel Discussion,,,,,,7/10/2021,11:30 AM,12:15 PM,SGT,1,Education Sessions,Chairs: James Thomas (USA) and Edgar Tay (Singapore) irtual Moderator: Toon Wei Lim (Singapore) resenter: John Rumsfeld (USA) anelists: Clara Chow (Australia) and James Yip (Singapore),"July 10 ",Education Sessions,Plenary,,true,true,,,,,,,,,,,,
213,"213_01 ",Optimizing Stroke Prevention For Asia AF Patients: Insights From Data Registries ymposia Sponsored by Bayer," Welcome & Introduction                                                                                                                                                          ","Pow-Li ",Chia (Singapore),,,,7/10/2021,12:20 PM,1:05 PM,SGT,1,Industry Sessions,"Chair: Pow-Li Chia (Singapore) anelists: Ru San Tan (Singapore) and Toon Wei Lim (Singapore)  ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
213,213_02,Optimizing Stroke Prevention For Asia AF Patients: Insights From Data Registries ymposia Sponsored by Bayer,Optimizing Stroke Prevention For Asian AF Patients: Insights From Database Registries,Tze Fan,Chao (Taiwan),,,,7/10/2021,12:20 PM,1:05 PM,SGT,1,Industry Sessions,"Chair: Pow-Li Chia (Singapore) anelists: Ru San Tan (Singapore) and Toon Wei Lim (Singapore)  ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
213,213_03,Optimizing Stroke Prevention For Asia AF Patients: Insights From Data Registries ymposia Sponsored by Bayer,"Panel Discussion                                                                                                                                                                                                                             ",,,,,,7/10/2021,12:20 PM,1:05 PM,SGT,1,Industry Sessions,"Chair: Pow-Li Chia (Singapore) anelists: Ru San Tan (Singapore) and Toon Wei Lim (Singapore)  ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
213,213_04,Optimizing Stroke Prevention For Asia AF Patients: Insights From Data Registries ymposia Sponsored by Bayer,"                                                                                                                                                            Closing Remarks                                                                                                                                                                       ","Pow-Li ",Chia (Singapore),,,,7/10/2021,12:20 PM,1:05 PM,SGT,1,Industry Sessions,"Chair: Pow-Li Chia (Singapore) anelists: Ru San Tan (Singapore) and Toon Wei Lim (Singapore)  ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
214,214_01,Recent Advances in HF Management: Evolution in Continuum ymposia Sponsored by Novartis & Abbott,"                                                                                                                                             Welcome & Introduction                                                                                                                                                         ","Weiqin ","Lin (Singapore)   ",,,,7/10/2021,12:20 PM,1:05 PM,SGT,2,Industry Sessions,"Chair: Weiqin Lin (Singapore)   ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
214,214_02,Recent Advances in HF Management: Evolution in Continuum ymposia Sponsored by Novartis & Abbott,"Recent Advances in HF Management: Evolution in Continuum ","David ",Sim (Singapore),,,,7/10/2021,12:20 PM,1:05 PM,SGT,2,Industry Sessions,"Chair: Weiqin Lin (Singapore)   ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
214,214_03,Recent Advances in HF Management: Evolution in Continuum ymposia Sponsored by Novartis & Abbott,"Panel Discussion                                                                                                                                                                ",,,,,,7/10/2021,12:20 PM,1:05 PM,SGT,2,Industry Sessions,"Chair: Weiqin Lin (Singapore)   ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
214,214_04,Recent Advances in HF Management: Evolution in Continuum ymposia Sponsored by Novartis & Abbott,"Closing Remarks                                                                                                                                                                  ","Weiqin   ","Lin (Singapore) ",,,,7/10/2021,12:20 PM,1:05 PM,SGT,2,Industry Sessions,"Chair: Weiqin Lin (Singapore)   ","July 10 ",Industry Sessions,,,true,true,,,,,,,,,,,,
301,301_01,Best of ACC.21: Top Clinical Trials to Impact Your Practice,PARADISE-MI,"Lynne ",Stevenson (USA),,,,7/11/2021,7:30 AM,8:15 AM,SGT,1,Education Sessions,Chairs: Valentin Fuster (USA) and Athena Poppas (USA) irtual Moderator: Kian Keong Poh (Singapore),"July 11 ",Education Sessions,Plenary,,true,true,,,,,,,,,,,,
301,301_02,Best of ACC.21: Top Clinical Trials to Impact Your Practice,EXPLORER HCM,"John ",Spertus (USA),,,,7/11/2021,7:30 AM,8:15 AM,SGT,1,Education Sessions,Chairs: Valentin Fuster (USA) and Athena Poppas (USA) irtual Moderator: Kian Keong Poh (Singapore),"July 11 ",Education Sessions,Plenary,,true,true,,,,,,,,,,,,
301,301_03,Best of ACC.21: Top Clinical Trials to Impact Your Practice,ISCHEMIA,"David ",Maron (USA),,,,7/11/2021,7:30 AM,8:15 AM,SGT,1,Education Sessions,Chairs: Valentin Fuster (USA) and Athena Poppas (USA) irtual Moderator: Kian Keong Poh (Singapore),"July 11 ",Education Sessions,Plenary,,true,true,,,,,,,,,,,,
301,301_04,Best of ACC.21: Top Clinical Trials to Impact Your Practice,RAFT-AF,"Anthony ",Tang (Canada),,,,7/11/2021,7:30 AM,8:15 AM,SGT,1,Education Sessions,Chairs: Valentin Fuster (USA) and Athena Poppas (USA) irtual Moderator: Kian Keong Poh (Singapore),"July 11 ",Education Sessions,Plenary,,true,true,,,,,,,,,,,,
302,302_01,Challenging Clinical Case Discussions: ACS and Interventional Cardiology,Opening Remarks,,,,,,7/11/2021,8:20 AM,9:05 AM,SGT,1,Challenging Clinical Case Discussions,"Chairs: Eugene Yang (USA) and Arthur Tan (Singapore) irtual Moderator:  Dinesh Nair (Singapore) anelists: Yuk-Kong Lau (Hong Kong), Aaron Kugelmass (USA), Junbo Ge (China), and Michael Liang (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
302,302_02,Challenging Clinical Case Discussions: ACS and Interventional Cardiology,Aortic Dissection With Retrograde Progression to Left Anterior Descending Artery Mimicking ST-Elevation Myocardial Infarction,"Byung-Jun ",Kim (Korea),,,,7/11/2021,8:20 AM,9:05 AM,SGT,1,Challenging Clinical Case Discussions,"Chairs: Eugene Yang (USA) and Arthur Tan (Singapore) irtual Moderator:  Dinesh Nair (Singapore) anelists: Yuk-Kong Lau (Hong Kong), Aaron Kugelmass (USA), Junbo Ge (China), and Michael Liang (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
302,302_03,Challenging Clinical Case Discussions: ACS and Interventional Cardiology,Discussion & Case Conclusion,,,,,,7/11/2021,8:20 AM,9:05 AM,SGT,1,Challenging Clinical Case Discussions,"Chairs: Eugene Yang (USA) and Arthur Tan (Singapore) irtual Moderator:  Dinesh Nair (Singapore) anelists: Yuk-Kong Lau (Hong Kong), Aaron Kugelmass (USA), Junbo Ge (China), and Michael Liang (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
302,302_04,Challenging Clinical Case Discussions: ACS and Interventional Cardiology,An Unusual Case of ST-Elevation Myocardial Infarction,Ka Ho Oscar,Chiu (Hong Kong),,,,7/11/2021,8:20 AM,9:05 AM,SGT,1,Challenging Clinical Case Discussions,"Chairs: Eugene Yang (USA) and Arthur Tan (Singapore) irtual Moderator:  Dinesh Nair (Singapore) anelists: Yuk-Kong Lau (Hong Kong), Aaron Kugelmass (USA), Junbo Ge (China), and Michael Liang (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
302,302_05,Challenging Clinical Case Discussions: ACS and Interventional Cardiology,Discussion & Case Conclusion,,,,,,7/11/2021,8:20 AM,9:05 AM,SGT,1,Challenging Clinical Case Discussions,"Chairs: Eugene Yang (USA) and Arthur Tan (Singapore) irtual Moderator:  Dinesh Nair (Singapore) anelists: Yuk-Kong Lau (Hong Kong), Aaron Kugelmass (USA), Junbo Ge (China), and Michael Liang (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
302,302_06,Challenging Clinical Case Discussions: ACS and Interventional Cardiology,The Four Rotablators,"Yann Shan ",Keh (Singapore),,,,7/11/2021,8:20 AM,9:05 AM,SGT,1,Challenging Clinical Case Discussions,"Chairs: Eugene Yang (USA) and Arthur Tan (Singapore) irtual Moderator:  Dinesh Nair (Singapore) anelists: Yuk-Kong Lau (Hong Kong), Aaron Kugelmass (USA), Junbo Ge (China), and Michael Liang (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
302,302_07,Challenging Clinical Case Discussions: ACS and Interventional Cardiology,Discussion & Case Conclusion,,,,,,7/11/2021,8:20 AM,9:05 AM,SGT,1,Challenging Clinical Case Discussions,"Chairs: Eugene Yang (USA) and Arthur Tan (Singapore) irtual Moderator:  Dinesh Nair (Singapore) anelists: Yuk-Kong Lau (Hong Kong), Aaron Kugelmass (USA), Junbo Ge (China), and Michael Liang (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
302,302_08,Challenging Clinical Case Discussions: ACS and Interventional Cardiology,Closing Remarks,,,,,,7/11/2021,8:20 AM,9:05 AM,SGT,1,Challenging Clinical Case Discussions,"Chairs: Eugene Yang (USA) and Arthur Tan (Singapore) irtual Moderator:  Dinesh Nair (Singapore) anelists: Yuk-Kong Lau (Hong Kong), Aaron Kugelmass (USA), Junbo Ge (China), and Michael Liang (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
303,303_01,Challenging Clinical Case Discussions: Prevention and Valvular Heart Disease,Opening Remarks,,,,,,7/11/2021,8:20 AM,9:05 AM,SGT,2,Challenging Clinical Case Discussions,"Chairs: Hean Yee Ong (Singapore) and Tee Joo Yeo (Singapore) irtual Moderator: William Kong (Singapore) anelists: Scott Lim (USA), James Thomas (USA), Nadira Hamid (USA), and Terrance Chua (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
303,303_02,Challenging Clinical Case Discussions: Prevention and Valvular Heart Disease,Successful Decannulation of Hybrid ECMO Circuitry: The First Philippine Experience,"Renato ",Ong (Philippines),,,,7/11/2021,8:20 AM,9:05 AM,SGT,2,Challenging Clinical Case Discussions,"Chairs: Hean Yee Ong (Singapore) and Tee Joo Yeo (Singapore) irtual Moderator: William Kong (Singapore) anelists: Scott Lim (USA), James Thomas (USA), Nadira Hamid (USA), and Terrance Chua (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
303,303_03,Challenging Clinical Case Discussions: Prevention and Valvular Heart Disease,Discussion & Case Conclusion,,,,,,7/11/2021,8:20 AM,9:05 AM,SGT,2,Challenging Clinical Case Discussions,"Chairs: Hean Yee Ong (Singapore) and Tee Joo Yeo (Singapore) irtual Moderator: William Kong (Singapore) anelists: Scott Lim (USA), James Thomas (USA), Nadira Hamid (USA), and Terrance Chua (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
303,303_04,Challenging Clinical Case Discussions: Prevention and Valvular Heart Disease,Mitral Valve Aneurysm and Ruptured Coronary Sinus of Valsalva: Complications of Infective Endocarditis,Rachel Ann,Denila (Philippines),,,,7/11/2021,8:20 AM,9:05 AM,SGT,2,Challenging Clinical Case Discussions,"Chairs: Hean Yee Ong (Singapore) and Tee Joo Yeo (Singapore) irtual Moderator: William Kong (Singapore) anelists: Scott Lim (USA), James Thomas (USA), Nadira Hamid (USA), and Terrance Chua (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
303,303_05,Challenging Clinical Case Discussions: Prevention and Valvular Heart Disease,Discussion & Case Conclusion,,,,,,7/11/2021,8:20 AM,9:05 AM,SGT,2,Challenging Clinical Case Discussions,"Chairs: Hean Yee Ong (Singapore) and Tee Joo Yeo (Singapore) irtual Moderator: William Kong (Singapore) anelists: Scott Lim (USA), James Thomas (USA), Nadira Hamid (USA), and Terrance Chua (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
303,303_06,Challenging Clinical Case Discussions: Prevention and Valvular Heart Disease,Unileaflet Mitral Valve: A Rare Case of a 48-Year-Old Male With Hypoplasia of the Posterior Mitral Valve Leaflet,"Elyza Gem ",Nagsuban (Philippines),,,,7/11/2021,8:20 AM,9:05 AM,SGT,2,Challenging Clinical Case Discussions,"Chairs: Hean Yee Ong (Singapore) and Tee Joo Yeo (Singapore) irtual Moderator: William Kong (Singapore) anelists: Scott Lim (USA), James Thomas (USA), Nadira Hamid (USA), and Terrance Chua (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
303,303_07,Challenging Clinical Case Discussions: Prevention and Valvular Heart Disease,Discussion & Case Conclusion,,,,,,7/11/2021,8:20 AM,9:05 AM,SGT,2,Challenging Clinical Case Discussions,"Chairs: Hean Yee Ong (Singapore) and Tee Joo Yeo (Singapore) irtual Moderator: William Kong (Singapore) anelists: Scott Lim (USA), James Thomas (USA), Nadira Hamid (USA), and Terrance Chua (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
303,303_08,Challenging Clinical Case Discussions: Prevention and Valvular Heart Disease,Closing Remarks,,,,,,7/11/2021,8:20 AM,9:05 AM,SGT,2,Challenging Clinical Case Discussions,"Chairs: Hean Yee Ong (Singapore) and Tee Joo Yeo (Singapore) irtual Moderator: William Kong (Singapore) anelists: Scott Lim (USA), James Thomas (USA), Nadira Hamid (USA), and Terrance Chua (Singapore) ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
304,304_01,Challenging Clinical Case Discussions: Arrhythmias and Clinical EP and Heart Failure and Cardiomyopathies,Opening Remarks,,,,,,7/11/2021,8:20 AM,9:05 AM,SGT,3,Challenging Clinical Case Discussions,"Chairs: Fred Kusumoto (USA) and Julian Loh (Singapore) irtual Moderator: Edgar Tay (Singapore) anelists: Khadijah Breathett (USA), Sanjeev Saksena (USA), Colin Yeo (Singapore), Daniel Yeo (Singapore)  ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
304,304_02,Challenging Clinical Case Discussions: Arrhythmias and Clinical EP and Heart Failure and Cardiomyopathies,Treatment of Pacemaker-Induced Superior Vena Cava Syndrome by Venoplasty SVC With a Coronary Balloon,"Le ",Pham (Vietnam),,,,7/11/2021,8:20 AM,9:05 AM,SGT,3,Challenging Clinical Case Discussions,"Chairs: Fred Kusumoto (USA) and Julian Loh (Singapore) irtual Moderator: Edgar Tay (Singapore) anelists: Khadijah Breathett (USA), Sanjeev Saksena (USA), Colin Yeo (Singapore), Daniel Yeo (Singapore)  ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
304,304_03,Challenging Clinical Case Discussions: Arrhythmias and Clinical EP and Heart Failure and Cardiomyopathies,Discussion & Case Conclusion,,,,,,7/11/2021,8:20 AM,9:05 AM,SGT,3,Challenging Clinical Case Discussions,"Chairs: Fred Kusumoto (USA) and Julian Loh (Singapore) irtual Moderator: Edgar Tay (Singapore) anelists: Khadijah Breathett (USA), Sanjeev Saksena (USA), Colin Yeo (Singapore), Daniel Yeo (Singapore)  ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
304,304_04,Challenging Clinical Case Discussions: Arrhythmias and Clinical EP and Heart Failure and Cardiomyopathies,Anti-Mitochondrial Antibody M2-Positive Fulminant Myocarditis Presenting With Symptoms Mimicking Acute Coronary Syndrome,"Keiko ",Fukino (Japan),,,,7/11/2021,8:20 AM,9:05 AM,SGT,3,Challenging Clinical Case Discussions,"Chairs: Fred Kusumoto (USA) and Julian Loh (Singapore) irtual Moderator: Edgar Tay (Singapore) anelists: Khadijah Breathett (USA), Sanjeev Saksena (USA), Colin Yeo (Singapore), Daniel Yeo (Singapore)  ","July 11 ",Challenging Clinical Case Discussions,"Special Topics ",,true,true,,,,,,,,,,,,
